zip,er_visits,year,quarter,air_quality,asbestos,covid,electrical,food,garbage,homelessness,medical,mold,mosquitoes,rodent,safety,sewer,smoking,water_plumbing,felonies,misdemeanors,violations
10001,NULL,2022,1,9,7,39,5,172,213,98,5,1,0,15,23,20,0,276,493,711,134
10001,NULL,2022,2,14,0,1,2,235,177,146,2,1,1,59,19,21,1,147,590,751,156
10001,NULL,2022,3,7,2,1,10,70,193,157,5,1,1,50,12,25,5,172,713,821,178
10001,NULL,2022,4,14,1,0,5,71,186,90,8,2,0,22,20,16,3,304,426,666,113
10002,105,2022,1,12,1,30,12,62,441,71,6,0,0,56,43,34,9,1431,510,1147,249
10002,95,2022,2,21,1,0,22,61,317,112,12,0,0,81,44,25,7,332,576,1220,275
10002,75,2022,3,25,7,0,43,53,374,161,10,1,0,78,53,17,8,286,687,1117,235
10002,148,2022,4,22,4,0,13,58,336,179,9,0,0,61,52,24,18,644,317,608,171
10003,24,2022,1,26,0,42,37,47,544,124,9,0,0,36,46,22,24,842,387,664,84
10003,31,2022,2,32,3,0,26,67,387,155,6,1,0,84,38,27,11,403,463,895,120
10003,20,2022,3,24,11,0,20,97,583,243,10,0,1,104,43,20,8,293,404,852,101
10003,34,2022,4,15,5,0,13,86,452,122,16,1,0,94,38,19,6,773,250,503,71
10004,NULL,2022,1,1,0,12,4,11,15,18,0,0,0,1,2,1,1,13,23,43,15
10004,NULL,2022,2,1,0,0,6,14,16,28,1,0,0,2,5,3,0,18,24,51,21
10004,NULL,2022,3,2,1,0,5,32,18,59,0,0,0,6,0,1,0,14,40,51,14
10004,NULL,2022,4,2,0,0,8,15,34,27,1,1,0,8,6,2,0,30,26,43,9
10005,NULL,2022,1,2,0,14,11,4,27,18,1,0,0,3,11,0,0,19,111,210,52
10005,NULL,2022,2,1,0,0,2,13,19,45,1,0,0,5,3,2,2,11,101,281,38
10005,NULL,2022,3,0,0,0,3,9,42,45,1,1,0,3,5,1,0,16,67,176,23
10005,NULL,2022,4,0,0,0,2,6,17,29,0,0,0,5,3,1,0,12,24,114,12
10006,NULL,2022,1,1,0,2,0,5,18,2,1,0,0,1,2,2,1,39,18,46,2
10006,NULL,2022,2,2,0,0,0,12,9,7,0,0,0,13,1,2,3,16,14,42,5
10006,NULL,2022,3,0,2,0,1,5,11,21,0,1,0,5,4,9,0,7,25,25,2
10006,NULL,2022,4,0,1,0,1,5,5,3,0,0,0,1,3,3,1,38,14,22,6
10007,NULL,2022,1,2,1,13,5,30,62,17,6,0,0,5,5,4,0,44,21,194,14
10007,NULL,2022,2,4,0,0,4,24,27,43,3,1,0,7,2,9,0,26,39,246,15
10007,NULL,2022,3,2,0,0,0,45,36,43,1,0,0,7,5,5,0,30,36,217,11
10007,NULL,2022,4,6,0,0,0,54,31,26,0,2,0,8,3,2,0,49,19,148,11
10009,99,2022,1,27,0,29,42,21,494,57,9,0,0,77,42,16,5,1014,333,584,125
10009,118,2022,2,27,5,0,28,43,333,149,14,0,0,127,41,20,9,398,343,704,165
10009,79,2022,3,18,1,0,29,54,456,136,14,0,0,98,60,29,8,352,387,645,155
10009,112,2022,4,14,1,0,32,26,335,133,7,0,1,72,50,6,12,900,212,353,93
10010,10,2022,1,10,3,17,13,27,204,61,1,0,0,25,12,13,3,288,179,249,60
10010,18,2022,2,18,4,0,5,15,149,97,4,0,1,25,22,15,2,223,193,239,56
10010,8,2022,3,14,11,0,7,26,186,124,6,1,0,23,14,12,4,145,149,201,60
10010,26,2022,4,3,4,0,9,27,124,98,3,0,0,21,11,9,4,211,69,124,34
10011,30,2022,1,20,3,30,27,31,557,66,15,0,0,64,61,17,82,555,301,360,92
10011,39,2022,2,52,0,0,9,59,412,178,7,0,1,67,24,25,81,289,394,484,128
10011,30,2022,3,13,2,0,30,67,474,260,7,0,0,95,43,15,80,244,374,444,116
10011,34,2022,4,50,2,0,8,96,467,157,16,8,0,62,26,10,77,445,242,274,76
10012,NULL,2022,1,11,3,30,10,59,380,39,6,0,0,25,18,8,0,349,218,264,39
10012,NULL,2022,2,24,0,0,10,49,287,46,1,2,0,49,18,26,6,149,297,298,59
10012,NULL,2022,3,18,0,0,17,46,294,69,3,1,0,47,20,15,0,115,312,361,44
10012,NULL,2022,4,17,3,0,13,43,379,40,5,1,0,32,21,11,1,382,217,258,39
10013,15,2022,1,8,1,23,16,44,354,100,6,0,0,26,29,21,3,318,252,308,76
10013,25,2022,2,18,5,0,5,49,210,186,9,2,0,37,15,19,2,154,244,320,49
10013,13,2022,3,20,4,0,9,53,291,222,4,1,0,46,19,19,1,146,270,308,49
10013,14,2022,4,14,1,0,16,60,239,130,6,0,0,23,25,19,1,352,156,214,26
10014,7,2022,1,12,2,35,12,39,481,23,6,0,0,65,25,9,0,410,315,376,83
10014,7,2022,2,16,5,0,21,59,286,77,4,0,1,86,28,26,3,296,431,528,97
10014,7,2022,3,16,3,0,11,89,337,145,0,0,1,87,19,18,3,172,481,550,96
10014,6,2022,4,17,2,0,13,51,335,89,5,1,0,75,19,21,2,410,197,311,54
10016,45,2022,1,11,0,32,20,45,336,98,7,0,0,20,34,18,2,490,260,414,88
10016,43,2022,2,17,6,0,24,66,265,171,10,0,0,57,29,13,5,352,325,466,100
10016,63,2022,3,11,8,0,18,63,339,265,6,0,0,49,44,15,2,200,299,505,122
10016,62,2022,4,15,1,0,18,52,250,218,7,2,0,32,24,10,8,504,230,289,64
10017,NULL,2022,1,8,3,17,6,26,101,35,2,0,0,7,7,7,4,134,117,111,49
10017,NULL,2022,2,12,2,0,0,17,84,97,2,0,0,8,13,18,2,62,142,163,42
10017,NULL,2022,3,6,0,0,6,35,93,122,1,1,0,11,9,8,2,64,136,160,47
10017,NULL,2022,4,9,1,0,6,28,87,68,8,0,0,8,5,5,1,236,70,99,31
10018,NULL,2022,1,5,0,28,5,28,90,34,4,0,0,14,11,8,4,232,364,449,91
10018,NULL,2022,2,4,3,0,8,48,112,109,1,0,0,12,6,10,2,118,463,454,102
10018,NULL,2022,3,5,0,0,8,49,171,309,6,2,0,13,4,6,2,95,339,378,63
10018,NULL,2022,4,4,2,0,2,33,160,146,4,0,0,6,5,8,4,155,263,248,40
10019,34,2022,1,19,2,64,23,57,361,133,4,1,0,46,35,15,9,606,415,713,164
10019,47,2022,2,18,7,0,23,107,238,350,4,0,0,57,26,28,4,324,539,923,196
10019,26,2022,3,20,3,0,30,121,359,481,3,2,0,49,35,21,4,255,549,881,187
10019,48,2022,4,25,6,0,39,131,319,299,18,2,0,45,43,23,12,1007,325,592,115
10020,NULL,2022,1,0,0,0,0,0,1,1,0,0,0,0,0,3,0,6,4,4,0
10020,NULL,2022,2,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,6,11,2
10020,NULL,2022,3,0,0,0,0,10,1,0,0,0,0,0,0,1,0,1,9,2,0
10020,NULL,2022,4,2,0,0,1,10,2,1,0,0,0,0,0,1,0,2,10,3,1
10021,14,2022,1,24,10,10,7,13,223,27,8,0,0,46,25,10,0,340,105,246,41
10021,9,2022,2,19,2,0,6,31,136,60,5,0,0,59,9,13,3,146,145,288,49
10021,11,2022,3,10,1,0,15,40,219,98,1,0,0,96,30,11,6,149,163,295,57
10021,21,2022,4,25,3,0,53,39,204,70,4,0,0,44,64,14,2,506,92,198,24
10022,8,2022,1,24,5,38,7,25,197,54,6,1,0,13,29,14,3,244,210,261,64
10022,9,2022,2,15,2,0,12,38,142,75,6,2,0,24,14,16,3,133,221,250,74
10022,5,2022,3,6,2,0,9,46,157,100,2,1,1,20,19,18,1,119,248,310,55
10022,7,2022,4,18,1,0,7,60,123,79,2,1,0,14,17,15,0,266,181,165,40
10023,36,2022,1,24,1,14,22,37,393,145,6,0,0,45,48,16,4,416,159,231,86
10023,32,2022,2,27,2,0,19,54,205,281,4,0,2,66,20,20,9,209,196,328,88
10023,30,2022,3,29,2,0,12,67,234,504,6,1,0,99,32,8,5,193,257,281,82
10023,34,2022,4,48,0,0,19,45,210,204,9,0,0,47,45,22,8,483,126,162,61
10024,19,2022,1,28,6,40,24,29,588,82,11,0,1,202,47,23,5,764,187,251,59
10024,22,2022,2,59,2,0,18,44,329,71,7,0,5,191,37,13,3,306,223,318,81
10024,26,2022,3,31,6,0,26,77,365,137,8,0,4,182,39,22,4,278,198,231,66
10024,24,2022,4,15,3,0,27,48,292,101,6,1,0,93,46,11,4,1094,103,98,33
10025,82,2022,1,31,6,30,51,38,801,91,6,0,0,246,70,20,11,1712,324,683,141
10025,107,2022,2,97,11,0,39,52,600,110,10,2,1,353,64,24,19,668,365,617,173
10025,63,2022,3,42,6,0,101,38,621,177,6,0,0,406,86,26,5,529,367,724,188
10025,111,2022,4,62,10,0,114,35,581,106,12,0,0,228,88,12,17,1712,205,428,115
10026,147,2022,1,3,0,7,43,21,517,33,4,0,0,161,40,12,1,1524,169,255,76
10026,159,2022,2,10,1,0,47,34,459,30,2,0,0,228,45,10,9,677,205,294,75
10026,157,2022,3,18,1,0,55,26,618,38,1,0,1,173,30,14,18,363,246,360,81
10026,191,2022,4,21,0,0,66,26,520,27,4,0,0,127,57,14,27,1413,163,208,39
10027,203,2022,1,16,4,11,92,24,668,21,4,0,0,159,48,17,4,1953,434,750,205
10027,242,2022,2,26,4,0,66,35,507,62,3,0,1,177,58,33,7,627,443,743,224
10027,188,2022,3,19,2,0,58,33,648,62,2,1,5,226,58,50,1,605,438,651,178
10027,207,2022,4,19,0,0,81,21,505,48,8,0,0,120,65,10,10,1888,281,464,135
10028,36,2022,1,24,2,80,16,20,370,36,7,2,0,46,37,4,4,385,130,292,30
10028,34,2022,2,19,5,0,11,36,194,49,22,1,0,141,18,7,5,163,173,318,42
10028,40,2022,3,24,5,0,14,36,217,81,9,0,0,111,28,12,5,114,168,351,40
10028,35,2022,4,21,5,0,9,63,196,57,7,0,0,56,35,8,10,395,79,248,24
10029,390,2022,1,8,2,9,62,14,418,34,8,1,0,102,39,17,8,1363,411,706,315
10029,401,2022,2,23,6,0,43,27,312,78,3,0,0,133,44,32,39,547,550,885,325
10029,312,2022,3,21,3,0,44,26,408,112,2,0,0,120,38,18,7,605,506,773,295
10029,394,2022,4,10,6,0,56,43,367,64,1,0,0,90,43,22,7,1300,274,509,193
10030,404,2022,1,2,1,4,57,42,389,7,3,0,0,70,28,8,3,1393,214,333,125
10030,531,2022,2,3,1,0,37,30,348,18,4,3,1,87,28,39,5,514,270,395,120
10030,443,2022,3,6,4,0,68,14,478,9,1,0,2,70,56,48,5,436,187,339,116
10030,570,2022,4,5,6,0,72,8,433,15,2,1,0,78,36,6,11,1482,109,211,66
10031,123,2022,1,10,1,13,101,25,583,24,10,0,0,113,55,7,145,2672,282,574,161
10031,130,2022,2,20,3,0,81,39,465,54,8,0,0,138,74,22,125,1133,340,697,173
10031,109,2022,3,17,6,0,146,27,722,44,9,0,1,159,54,37,47,1206,314,655,175
10031,116,2022,4,19,4,0,118,14,633,16,2,1,0,98,58,11,15,2950,190,308,129
10032,124,2022,1,22,4,2,133,13,556,17,1,0,0,67,72,7,5,2753,247,432,106
10032,120,2022,2,15,8,0,102,19,437,24,2,0,0,59,45,10,4,1065,267,463,155
10032,112,2022,3,13,5,0,145,19,563,31,4,1,1,61,46,13,5,914,246,394,151
10032,111,2022,4,11,2,0,115,6,474,12,6,0,0,63,41,14,9,2913,156,296,87
10033,61,2022,1,11,2,7,84,12,468,10,4,1,0,208,68,11,12,2408,288,629,121
10033,72,2022,2,3,2,0,65,16,323,26,2,0,0,122,39,16,21,794,289,586,123
10033,66,2022,3,10,3,0,107,16,435,40,2,0,0,85,71,18,16,947,267,596,108
10033,81,2022,4,10,2,0,71,15,403,30,3,0,0,87,43,8,25,2172,152,337,74
10034,51,2022,1,16,0,5,51,8,304,15,42,0,0,53,27,5,10,2125,199,305,76
10034,79,2022,2,9,0,0,38,28,288,26,2,0,0,77,21,11,8,713,188,277,89
10034,56,2022,3,10,2,0,47,17,347,17,29,4,0,80,27,14,4,1065,233,359,111
10034,49,2022,4,11,1,1,57,8,273,13,4,0,0,59,37,14,13,1794,184,249,77
10035,172,2022,1,2,2,11,53,13,418,15,2,1,0,195,30,24,6,1151,668,1107,228
10035,170,2022,2,2,0,0,39,17,317,61,4,0,0,266,29,11,2,501,720,1266,285
10035,135,2022,3,11,0,1,61,9,366,94,4,0,0,294,44,26,3,366,770,1317,247
10035,168,2022,4,15,0,0,42,11,349,39,1,0,0,253,27,11,7,901,446,764,172
10036,128,2022,1,1580,4,44,31,48,322,91,8,1,0,38,32,8,6,506,385,459,126
10036,102,2022,2,854,8,0,32,52,324,394,5,2,0,52,28,32,3,235,467,637,157
10036,98,2022,3,849,3,0,33,59,290,695,7,1,0,77,23,31,15,269,547,789,159
10036,91,2022,4,864,3,0,22,128,357,368,9,0,0,30,27,11,25,616,365,466,106
10037,NULL,2022,1,1,0,1,21,2,257,9,0,0,0,18,15,7,6,835,210,249,91
10037,NULL,2022,2,1,1,0,16,8,169,16,3,0,0,15,13,3,4,277,219,238,85
10037,NULL,2022,3,1,4,0,27,12,194,35,3,0,0,42,11,16,0,177,214,299,108
10037,NULL,2022,4,4,0,0,23,8,233,17,2,0,0,37,20,10,3,663,156,196,64
10038,76,2022,1,5,1,10,29,43,174,52,2,1,0,13,58,5,2,253,70,184,41
10038,53,2022,2,6,0,0,5,43,78,155,4,1,0,20,8,9,3,74,80,167,36
10038,55,2022,3,2,2,0,3,36,92,83,2,0,0,27,21,13,0,80,92,243,52
10038,51,2022,4,5,0,0,7,56,93,124,6,0,0,20,10,1,2,158,47,222,23
10039,NULL,2022,1,9,4,7,67,14,375,4,1,0,0,42,33,3,8,1352,178,221,133
10039,NULL,2022,2,5,5,0,59,11,470,14,0,0,0,36,26,6,6,465,177,256,133
10039,NULL,2022,3,4,2,0,48,15,594,17,2,0,3,59,50,5,1,376,188,233,131
10039,NULL,2022,4,5,6,0,51,10,482,10,1,0,0,42,31,5,5,1222,124,173,79
10040,47,2022,1,14,2,6,90,18,295,9,2,0,0,57,40,4,2,2020,198,270,70
10040,74,2022,2,8,8,0,45,10,249,20,8,0,0,85,40,4,12,752,210,302,103
10040,43,2022,3,4,0,0,78,11,303,22,1,2,1,57,46,14,8,861,204,290,102
10040,55,2022,4,14,1,0,72,3,351,11,4,1,0,33,34,12,12,1573,120,211,72
10041,NULL,2022,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,NULL,NULL,NULL
10041,NULL,2022,3,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,NULL,NULL,NULL
10041,NULL,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10044,NULL,2022,1,1,0,1,1,1,4,1,0,0,0,0,2,0,2,30,10,23,5
10044,NULL,2022,2,0,0,0,1,1,9,4,1,0,0,0,0,0,5,11,20,25,15
10044,NULL,2022,3,0,1,0,2,0,6,2,0,0,0,1,3,0,3,12,15,27,8
10044,NULL,2022,4,2,0,0,6,1,18,0,0,0,0,0,3,0,2,52,6,18,12
10045,NULL,2022,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1
10045,NULL,2022,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
10045,NULL,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
10048,NULL,2022,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,12,58,1
10055,NULL,2022,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
10065,22,2022,1,15,8,14,12,17,215,64,7,2,0,18,14,4,2,328,156,222,64
10065,17,2022,2,8,1,0,12,26,170,65,6,2,0,34,14,20,0,175,185,186,49
10065,27,2022,3,8,3,0,6,24,171,82,3,0,0,36,19,20,3,103,157,138,44
10065,20,2022,4,15,2,0,12,22,184,92,5,1,0,21,21,13,4,270,107,84,35
10069,NULL,2022,1,1,0,1,0,2,22,0,0,0,0,0,2,0,1,15,25,17,14
10069,NULL,2022,2,0,0,0,0,1,6,0,0,0,0,6,0,2,0,8,26,14,15
10069,NULL,2022,3,0,0,0,0,0,4,4,0,0,0,3,3,1,0,7,26,23,3
10069,NULL,2022,4,0,0,0,0,3,10,0,1,1,0,0,4,0,0,16,11,25,9
10075,NULL,2022,1,7,5,4,5,11,166,8,5,0,0,19,18,7,2,230,45,123,18
10075,NULL,2022,2,9,3,0,8,17,91,28,4,1,0,42,8,9,0,96,57,89,21
10075,NULL,2022,3,6,1,0,7,11,96,44,0,0,0,58,14,4,0,57,59,97,21
10075,NULL,2022,4,13,1,0,12,19,87,24,9,1,0,23,12,7,1,265,29,43,6
10103,NULL,2022,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,NULL,NULL,NULL
10103,NULL,2022,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10103,NULL,2022,3,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10103,NULL,2022,4,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10105,NULL,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4
10105,NULL,2022,2,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,2,2,1
10105,NULL,2022,3,0,0,0,0,0,1,86,0,0,0,0,0,0,0,0,1,1,5
10105,NULL,2022,4,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,1
10107,NULL,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,9,4
10107,NULL,2022,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,8
10107,NULL,2022,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,10,11,9
10110,NULL,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10110,NULL,2022,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10110,NULL,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10111,NULL,2022,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,111,70,3
10112,NULL,2022,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1
10112,NULL,2022,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,4,1
10112,NULL,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0
10115,NULL,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42,47,20
10115,NULL,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,22,14
10118,NULL,2022,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10118,NULL,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10118,NULL,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10118,NULL,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10119,NULL,2022,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,23,1
10119,NULL,2022,2,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,21,16,6
10119,NULL,2022,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20,29,6
10119,NULL,2022,4,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,27,32,3
10120,NULL,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,63,8
10121,NULL,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10121,NULL,2022,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10121,NULL,2022,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10121,NULL,2022,4,0,0,0,0,2,0,3,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10123,NULL,2022,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10123,NULL,2022,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10128,41,2022,1,24,3,24,21,12,356,22,2,0,0,67,56,5,14,446,131,234,62
10128,39,2022,2,20,4,0,16,33,200,64,6,0,0,88,29,16,36,210,171,331,67
10128,43,2022,3,20,9,0,12,16,212,136,3,0,0,60,26,15,31,180,187,343,67
10128,54,2022,4,40,3,0,20,19,230,77,11,1,1,56,27,16,11,609,101,181,39
10151,NULL,2022,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10151,NULL,2022,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10153,NULL,2022,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,11,2
10153,NULL,2022,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,6,0
10154,NULL,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10154,NULL,2022,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
10155,NULL,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1
10155,NULL,2022,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,1,0
10158,NULL,2022,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,3
10158,NULL,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,1
10162,NULL,2022,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,3,0,0
10162,NULL,2022,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,0
10162,NULL,2022,3,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,NULL,NULL,NULL
10162,NULL,2022,4,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1
10165,NULL,2022,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10165,NULL,2022,2,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10166,NULL,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10167,NULL,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10168,NULL,2022,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10168,NULL,2022,3,0,0,0,0,2,1,17,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10168,NULL,2022,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10169,NULL,2022,1,0,0,0,0,0,4,21,1,0,0,0,0,6,0,1,NULL,NULL,NULL
10169,NULL,2022,2,0,0,0,0,1,0,109,0,0,0,0,0,2,0,0,NULL,NULL,NULL
10169,NULL,2022,3,0,0,0,0,0,1,69,0,0,0,0,0,2,0,2,NULL,NULL,NULL
10169,NULL,2022,4,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10170,NULL,2022,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10170,NULL,2022,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10170,NULL,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NULL,NULL,NULL
10171,NULL,2022,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10171,NULL,2022,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10172,NULL,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10172,NULL,2022,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10173,NULL,2022,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10173,NULL,2022,2,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10173,NULL,2022,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10174,NULL,2022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10174,NULL,2022,3,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0
10174,NULL,2022,4,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10176,NULL,2022,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10176,NULL,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10177,NULL,2022,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10177,NULL,2022,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,NULL,NULL,NULL
10178,NULL,2022,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,4,2
10178,NULL,2022,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,12,1,1
10178,NULL,2022,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,2,1
10179,NULL,2022,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NULL,NULL,NULL
10271,0,2022,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,NULL,NULL,NULL
10271,0,2022,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,NULL,NULL,NULL
10278,0,2022,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5
10278,0,2022,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,7,10
10278,0,2022,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,9,4
10279,0,2022,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,13,3
10279,0,2022,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,15,26,3
10280,NULL,2022,1,0,0,1,0,2,10,0,0,0,0,0,2,0,1,3,10,10,8
10280,NULL,2022,2,1,0,0,0,0,4,1,0,0,0,0,0,0,0,3,16,8,2
10280,NULL,2022,3,0,0,0,0,2,12,6,0,0,0,0,1,0,0,6,13,26,7
10280,NULL,2022,4,1,0,0,0,1,9,3,0,0,0,0,3,0,0,2,7,5,5
10281,NULL,2022,1,0,0,1,0,4,0,0,0,0,0,0,0,2,0,0,9,4,1
10281,NULL,2022,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,13,26,0
10281,NULL,2022,3,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,9,26,4
10281,NULL,2022,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,14,0
10282,NULL,2022,1,0,0,2,0,1,6,2,0,0,0,0,2,0,0,4,8,14,3
10282,NULL,2022,2,3,0,0,0,0,4,1,0,0,0,0,0,1,0,3,10,17,2
10282,NULL,2022,3,2,2,0,0,0,3,0,0,0,1,0,0,1,0,9,11,37,7
10282,NULL,2022,4,11,0,0,0,4,3,0,3,0,0,0,1,0,0,20,7,16,4
10301,287,2022,1,7,1,7,42,7,817,11,4,0,0,25,27,62,2,631,156,285,130
10301,285,2022,2,10,1,0,24,13,490,7,1,0,1,46,27,66,9,319,198,415,192
10301,269,2022,3,8,0,0,28,19,619,11,3,0,0,49,27,68,1,337,240,465,169
10301,299,2022,4,13,0,0,45,9,629,6,3,0,0,22,22,65,8,691,246,449,165
10302,435,2022,1,3,3,9,15,21,334,4,1,0,0,9,11,36,1,182,115,260,80
10302,456,2022,2,12,0,0,15,11,285,2,3,0,0,26,7,44,0,149,117,295,84
10302,437,2022,3,3,3,0,18,13,301,11,0,0,0,21,15,42,0,149,93,254,77
